,name,host_id,host_name,host_location,latitude,longitude,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,amenities,first_review,last_review,license,hosts_time_as_user_years,hosts_time_as_host_years,host_listings_count,accommodates,bathrooms,bedrooms,beds,reviews_per_month,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count
14795,PG4 Habitación doble,339646588,Emilio,No especificado,41.37402,2.1416,f,t,t,Hostafrancs,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Laundromat nearby"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-05-30,2026-06-09,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-736461,6.0,6.0,17.0,2.0,1.0,1.0,1.0,3.0,92.0,1.0,365.0,365.0,1.0,365.0,28,58,73,73,3.0,3.0,3.0,0.0,18,1656.0,5.0,5.0,5.0,5.0,4.9,4.67,4.0,9.0
14796,PG5 Habitación doble Barcelona,339646588,Emilio,No especificado,41.37407,2.14296,f,t,t,Hostafrancs,Sants-Montjuïc,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Laundromat nearby"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-05-27,2026-05-31,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-836474,6.0,6.0,17.0,2.0,1.0,1.0,1.0,2.0,86.0,1.0,365.0,365.0,1.0,365.0,30,60,76,76,2.0,2.0,2.0,0.0,12,1032.0,4.7,4.8,4.8,4.5,5.0,4.8,4.6,9.0
14797,Suite room with Private Bathroom & Balcony,561651090,Camilla,"Barcelona, Spain",41.382230147033695,2.1813430516244385,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,"[""Bed linens"", ""Hangers"", ""Shower gel"", ""Kitchen"", ""Hair dryer"", ""Freezer"", ""Ceiling fan"", ""Dishes and silverware"", ""Portable fans"", ""Hot water"", ""Washer""]",2026-06-05,2026-06-07,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />HUTB-784562,2.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,160.0,1.0,365.0,365.0,1.0,365.0,5,28,47,322,2.0,2.0,2.0,0.0,12,1920.0,5.0,5.0,5.0,4.5,5.0,4.5,4.0,6.0
14798,Big Central Room with Private Bath,148094928,Cristian,"Timișoara, Romania",41.38022,2.16766,t,t,t,el Raval,Ciutat Vella,Private room in rental unit,Private room,"[""Wifi"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Paid parking on premises"", ""Dedicated workspace"", ""Washer""]",2026-05-31,2026-06-09,Spain - National registration number<br />ESLLLLXXXX1XXXXXX1XXXXXXXXX4XXXXXXXXXXX5XXXXXXXX0XXX0<br /><br />Barcelona - Regional registration number<br />HUTB-463091,8.0,6.0,12.0,2.0,1.5,1.0,1.0,2.0,129.0,1.0,365.0,365.0,2.0,365.0,7,36,60,94,2.0,2.0,2.0,0.0,12,1548.0,4.7,4.5,4.8,5.0,5.0,4.8,4.0,4.0
14799,Habitación con balcón privado en Barcelona,555020400,Alex,No especificado,41.42328,2.18139,f,t,t,el Congrés i els Indians,Sant Andreu,Private room in rental unit,Private room,"[""Bed linens"", ""Wifi"", ""Host greets you"", ""Clothing storage: closet"", ""Hair dryer"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Freezer"", ""Dishes and silverware"", ""Portable fans"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Body soap"", ""Microwave"", ""Hot water"", ""Drying rack for clothing""]",Sin reseñas,Sin reseñas,Barcelona - Regional registration number<br />HUTB-014012<br /><br />Spain - National registration number<br />ESFCTU00000231900004455566000000000000000HUTB-0147286,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,114.33,3.0,10.0,10.0,3.0,10.0,21,51,59,59,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,2.0
14800,habitación tercedaria,1690627140679620999,Ferreras,No especificado,41.4180219,2.188624,f,t,t,Navas,Sant Andreu,Private room in rental unit,Private room,"[""Kitchen"", ""Wifi""]",2026-06-07,2026-06-07,Barcelona - Regional registration number<br />HUTB-246789<br /><br />Spain - National registration number<br />ESLLLLXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,63.0,1.0,31.0,31.0,1.0,31.0,2,7,19,288,1.0,1.0,1.0,0.0,6,378.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14801,Private Bath Room & Shared Kitchen,697894785,Roberto Carlos,"Barcelona, Spain",41.448325483972866,2.1761884912848473,f,t,t,les Roquetes,Nou Barris,Private room in home,Private room,"[""Coffee maker: Nespresso"", ""Private entrance"", ""Freezer"", ""Heating - split type ductless system"", ""Coffee"", ""First aid kit"", ""Other electric stove"", ""Smoke alarm"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Wifi"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Conditioner""]",2026-06-09,2026-06-09,Spain - National registration number<br />ESFCTU0AD10806700043751100000000000000HUTB-064079-762<br /><br />Barcelona - Regional registration number<br />HUTB-677899,1.0,0.0,15.0,2.0,1.0,1.0,1.0,1.0,70.0,2.0,365.0,365.0,2.0,365.0,3,6,17,144,1.0,1.0,1.0,0.0,6,420.0,5.0,4.8,4.8,4.8,4.9,4.8,4.0,14.0
14802,habitación primaria,1690627140679620999,Ferreras,No especificado,41.4180219,2.188624,f,t,t,Navas,Sant Andreu,Private room in rental unit,Private room,"[""Refrigerator"", ""Wifi"", ""Kitchen"", ""Shampoo"", ""Blender"", ""Extra pillows and blankets"", ""Body soap"", ""Elevator"", ""Hot water""]",2026-06-19,2026-06-19,Barcelona - Regional registration number<br />HUTB-246789<br /><br />Spain - National registration number<br />Exempt - hostel,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,63.0,1.0,31.0,31.0,1.0,31.0,2,5,12,260,1.0,1.0,1.0,0.0,6,378.0,4.7,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14803,Experienced host - Central designed 2 bedroom flat,505465042,Maria,No especificado,41.3879601,2.1767475,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire rental unit,Entire home/apt,"[""Freezer"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Trash compactor"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Dishwasher"", ""Kitchen"", ""TV"", ""Portable fans"", ""Microwave"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Shower gel"", ""Portable air conditioning"", ""Essentials""]",2026-06-08,2026-06-08,Spain - National registration number<br />ESFCTU00000715400010129800000000000000000HUTB-0109289<br /><br />Barcelona - Regional registration number<br />HUTB-109289,3.0,3.0,8.0,4.0,1.0,2.0,2.0,1.0,365.33,3.0,365.0,365.0,3.0,365.0,30,60,90,365,1.0,1.0,1.0,0.0,6,2192.0,5.0,5.0,4.8,5.0,5.0,4.8,4.0,4.0
14804,Private Bathroom - Shared Kitchen,697894785,Roberto Carlos,"Barcelona, Spain",41.44832422743666,2.1760178357362747,f,t,t,les Roquetes,Nou Barris,Private room in home,Private room,"[""Coffee maker: Nespresso"", ""Private entrance"", ""Freezer"", ""Oven"", ""Coffee"", ""First aid kit"", ""Other electric stove"", ""Smoke alarm"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Exterior security cameras on property"", ""Paid street parking off premises"", ""Carbon monoxide alarm"", ""Microwave"", ""Wifi"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Cooking basics"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Conditioner""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCTU0AD10806700043751100000000000000HUTB-064449-092<br /><br />Barcelona - Regional registration number<br />HUTB-345609,1.0,0.0,15.0,2.0,1.0,1.0,1.0,0.0,70.0,2.0,365.0,365.0,2.0,365.0,6,13,28,303,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,14.0
14805,5 bedroom for family trips,66933654,Rebecca,"Barcelona, Spain",41.381,2.17156,f,t,t,el Raval,Ciutat Vella,Entire rental unit,Entire home/apt,"[""Kitchen"", ""Wifi"", ""TV"", ""Washer""]",Sin reseñas,Sin reseñas,Barcelona - Regional registration number<br />Exempt - seasonal rental<br /><br />Spain - National registration number<br />ESFCNT00000805600305467200000000000000000000000000005,10.0,9.0,23.0,5.0,2.0,2.0,5.0,0.0,84.35,32.0,365.0,365.0,32.0,365.0,28,58,68,331,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,15.0
14806,Virriena 2 bedrooms,66933654,Rebecca,"Barcelona, Spain",41.38246,2.17184,f,t,t,el Raval,Ciutat Vella,Entire home,Entire home/apt,"[""Kitchen"", ""Wifi"", ""TV"", ""Washer""]",Sin reseñas,Sin reseñas,Spain - National registration number<br />ESFCNT00000805600305470200000000000000000000000000009<br /><br />Barcelona - Regional registration number<br />Exempt - seasonal rental,10.0,9.0,23.0,2.0,1.0,2.0,2.0,0.0,144.19,32.0,365.0,365.0,32.0,365.0,0,0,0,267,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,15.0
14807,Flat in Gràcia · Casa Vicens · Sagrada Família,299462,Stay Unique,"Barcelona, Spain",41.398252,2.160685,f,t,t,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,"[""Freezer"", ""Oven"", ""Dishes and silverware"", ""Trash compactor"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Iron"", ""Essentials"", ""Conditioner""]",2026-05-26,2026-06-09,Barcelona - Regional registration number<br />HUTB-011056<br /><br />Spain - National registration number<br />ESFCTU00000806600064125600000000000000000HUTB-0110569,15.0,13.0,7.0,4.0,2.0,3.0,3.0,3.0,370.5,1.0,1125.0,1125.0,3.6,1125.0,16,46,76,351,3.0,3.0,3.0,0.0,18,6669.0,4.67,5.0,5.0,5.0,4.67,5.0,4.67,6.0
14808,Cozy Room in the City Center | Private Bath,148094928,Cristian,"Timișoara, Romania",41.3806,2.16523,t,t,t,el Raval,Ciutat Vella,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Dining table"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Paid parking on premises"", ""Shampoo"", ""Luggage dropoff allowed"", ""Body soap"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Iron"", ""Extra pillows and blankets""]",2026-06-07,2026-06-07,Spain - National registration number<br />ESLLLLXXXXXXXXXXXX1XXXXX4XXXXXXXX6XXXXXXXXXXXXXXXXXXX<br /><br />Barcelona - Regional registration number<br />HUTB-392012,8.0,6.0,12.0,2.0,1.5,1.0,1.0,1.0,120.0,1.0,365.0,365.0,2.0,365.0,1,5,8,32,1.0,1.0,1.0,0.0,6,720.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
14809,One bedroom. Center. Stylish. New flat,730704927,Oleh,No especificado,41.38508652873439,2.150531299161242,f,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Kitchen"", ""Wifi"", ""TV"", ""Washer""]",2026-06-02,2026-06-09,Barcelona - Regional registration number<br />HUTB-209831<br /><br />Spain - National registration number<br />Exempt - tourist apartment,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,204.0,2.0,365.0,365.0,2.0,365.0,30,60,90,153,2.0,2.0,2.0,0.0,12,2448.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14810,NST1 Habitación doble playa,444760781,Murman,No especificado,41.38303,2.19128,f,t,t,la Barceloneta,Ciutat Vella,Private room in rental unit,Private room,"[""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Body soap"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Bidet""]",2026-06-01,2026-06-06,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-736482,4.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,102.0,1.0,365.0,365.0,1.0,365.0,26,56,64,64,3.0,3.0,3.0,0.0,18,1836.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,4.0
14811,Rustic room with private bathroom,697894785,Roberto Carlos,"Barcelona, Spain",41.44832774573794,2.176099978387356,f,t,t,les Roquetes,Nou Barris,Private room in home,Private room,"[""AC - split type ductless system"", ""Coffee maker: Nespresso"", ""Freezer"", ""Heating - split type ductless system"", ""Coffee"", ""First aid kit"", ""Other electric stove"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Exterior security cameras on property"", ""Paid street parking off premises"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Cooking basics"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Conditioner""]",2026-06-01,2026-06-06,Spain - National registration number<br />ESFCTU0AD10806700043751100000000000000HUTB-064022-092<br /><br />Barcelona - Regional registration number<br />HUTB-348822,1.0,0.0,15.0,2.0,1.0,1.0,1.0,3.0,70.0,2.0,365.0,365.0,2.0,365.0,3,6,16,283,3.0,3.0,3.0,0.0,18,1260.0,4.67,5.0,5.0,5.0,4.9,5.0,5.0,14.0
14812,"Wonderfull 2b flat, terrace near Glorias & Sagrada",748456054,Regina Helena,No especificado,41.40690499999999,2.183859,f,f,t,el Camp de l'Arpa del Clot,Sant Martí,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Single level home"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Beach essentials"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Portable fans"", ""Outdoor dining area"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Housekeeping available from 12:00\u202fPM to 4:00\u202fPM, every day - available at extra cost"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Barbecue utensils"", ""BBQ grill"", ""Backyard"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Outdoor kitchen"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Self check-in"", ""Lockbox"", ""Essentials"", ""Beach access"", ""Outdoor furniture""]",Sin reseñas,Sin reseñas,Barcelona - Regional registration number<br />HUTB-018706,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,246.0,1.0,365.0,365.0,2.0,365.0,9,29,38,38,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,1.0
14813,Apartamento entero para 5 pax en Paseo de Gracia,477190159,Javier,No especificado,41.39034,2.16828,t,t,t,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Blender"", ""Body soap"", ""Hot water"", ""Washer"", ""Air conditioning"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Extra pillows and blankets""]",2026-06-15,2026-06-15,Spain - National registration number<br />ESFCTU0000070360005000000000000000000000000HUTB795346<br /><br />Barcelona - Regional registration number<br />HUTB795346,3.0,3.0,7.0,5.0,2.0,3.0,2.0,1.0,177.7,1.0,365.0,365.0,1.0,365.0,5,20,44,173,1.0,1.0,1.0,0.0,6,12204.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
14814,PZ2 Habitación doble playa,444760781,Murman,No especificado,41.38121,2.18791,f,t,t,la Barceloneta,Ciutat Vella,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Other stove"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-05-29,2026-06-05,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-735583,4.0,2.0,7.0,2.0,1.0,1.0,1.0,3.0,107.0,1.0,365.0,365.0,1.0,365.0,16,46,72,81,3.0,3.0,3.0,0.0,18,1926.0,5.0,5.0,5.0,4.67,4.67,5.0,5.0,4.0
14815,Apartamento con Terraza para 4 Pax en el Centro,477190159,Javier,No especificado,41.38901,2.17336,t,t,t,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Freezer"", ""Oven"", ""Coffee"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Sound system"", ""Coffee maker"", ""Shampoo"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Hot water"", ""Body soap"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner"", ""Bidet""]",2026-06-15,2026-06-15,Spain - National registration number<br />ESFCTU000007036000500000000000000000000000HUTB1765240<br /><br />Barcelona - Regional registration number<br />HUTB176524,3.0,3.0,7.0,4.0,1.0,2.0,2.0,1.0,177.7,1.0,365.0,365.0,1.0,365.0,9,21,41,311,1.0,1.0,1.0,0.0,6,6462.0,5.0,5.0,5.0,5.0,5.0,4.8,4.6,3.0
14816,Bright Private Room in Central Barcelona,561651090,Camilla,"Barcelona, Spain",41.38249006757677,2.180403348016456,f,t,t,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,"[""Bed linens"", ""Shower gel"", ""Kitchen"", ""Hair dryer"", ""Ceiling fan"", ""Portable fans"", ""Hot water"", ""Washer""]",2026-06-19,2026-06-19,Spain - National registration number<br />Exempt - tourist apartment<br /><br />Barcelona - Regional registration number<br />HUTB-453265,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,143.0,1.0,365.0,365.0,1.0,365.0,6,24,52,323,1.0,1.0,1.0,0.0,6,858.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
14817,PZ1 Habitación doble playa,444760781,Murman,No especificado,41.3830661093058,2.1874864469010418,f,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,"[""Hot water kettle"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Stove"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""Portable fans"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning products"", ""Iron"", ""Essentials""]",2026-06-10,2026-06-19,Spain - National registration number<br />ESFCTU00004501300010949200000000000VUT-4501-232-00018<br /><br />Barcelona - Regional registration number<br />HUTB-837363,4.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,107.0,1.0,365.0,365.0,1.0,365.0,27,57,66,66,2.0,2.0,2.0,0.0,12,1284.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
14818,Rustic Luxury 3BR Family Flat steps from Sagrada,1673936912462322648,Samuel,No especificado,41.4065889,2.1764185,f,t,t,la Sagrada Família,Eixample,Entire rental unit,Entire home/apt,"[""Freezer"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Free street parking"", ""Trash compactor"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Cleaning available during stay"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""Cleaning products"", ""Room-darkening shades"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner""]",2026-06-10,2026-06-10,Barcelona - Regional registration number<br />HUTB-624781,0.0,0.0,4.0,6.0,2.0,3.0,3.0,1.0,255.0,1.0,365.0,365.0,1.0,365.0,20,47,77,352,1.0,1.0,1.0,0.0,6,1530.0,4.7,4.8,4.8,4.8,4.9,4.8,4.6,3.0
14819,Habitación en Apt de Barcelona. Sagrada Familia,717190258,Massimo,No especificado,41.4062903500717,2.186020449220208,f,f,t,el Clot,Sant Martí,Private room in rental unit,Private room,"[""Wifi""]",Sin reseñas,Sin reseñas,Barcelona - Regional registration number<br />HUTB-045782,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,126.0,1.0,100.0,100.0,1.0,100.0,27,57,87,362,0.0,0.0,0.0,0.0,0,0.0,4.73,4.78,4.76,4.85,4.86,4.85,4.57,1.0
